0,3.5,42
1,4.5,339
1,4.5,1373
1,4.5,848
1,4.5,1392
1,4.5,97
0,3.5,816
0,3,37
0,3.5,2
0,3.5,1499
1,4.5,494
0,3.5,130
1,4.5,1506
0,3,172
0,3.5,693
0,3.5,425
1,4.5,2750
1,4,2827
0,3.5,440
1,4.5,309
